ID,Address,AssessedValue
14-0-274,7 SKYEWOOD DR,1074700
25-0-9A4,1 SMITTY`S WAY,1058800
25-0-9A9,11 SMITTY`S WAY,1016600
25-0-9A5,3 SMITTY`S WAY,1031600
25-0-9A6,5 SMITTY`S WAY,1142200
25-0-9A7,7 SMITTY`S WAY,958900
25-0-9A8,9 SMITTY`S WAY,1039700
19-0-98,1 SOUTH HILLSIDE ST,961800
19-0-89,12 SOUTH HILLSIDE ST,818600
19-0-40,14 SOUTH HILLSIDE ST,956000
19-0-91,17 SOUTH HILLSIDE ST,844800
19-0-85,2 SOUTH HILLSIDE ST,761600
18-0-383,21 SOUTH HILLSIDE ST,684800
19-0-86,4 SOUTH HILLSIDE ST,866800
19-0-96,5 SOUTH HILLSIDE ST,811800
19-0-93,7 SOUTH HILLSIDE ST,848700
19-0-88,8 SOUTH HILLSIDE ST,764700
18-0-363,1 SOUTH MARBLE ST,761400
19-0-47,11 SOUTH MARBLE ST,633500
19-0-35,14 SOUTH MARBLE ST,898000
19-0-48,15 SOUTH MARBLE ST,889400
19-0-51,17 SOUTH MARBLE ST,890800
18-0-364,2 SOUTH MARBLE ST,893500
18-0-365,4 SOUTH MARBLE ST,605900
18-0-366,6 SOUTH MARBLE ST,695900
18-0-385,7 SOUTH MARBLE ST,852900
19-0-38,8 SOUTH MARBLE ST,725200
19-0-35A,9 SOUTH MARBLE ST,1061900
19-0-323,14 SOUTH ST,717700
14-0-187,18 SOUTH ST,751900
14-0-167,20 SOUTH ST,669000
14-0-164,30 SOUTH ST,781300
14-0-139,36 SOUTH ST,928900
14-0-103,38 SOUTH ST,876100
14-0-102,40 SOUTH ST,632200
14-0-101,42 SOUTH ST,693100
14-0-100,44 SOUTH ST,692100
14-0-99,46 SOUTH ST,694300
14-0-98,48 SOUTH ST,573200
14-0-97,50 SOUTH ST,610000
14-0-96,52 SOUTH ST,1465900
6-0-218A,10 SPALDING RD,1295300
6-0-17,2 SPALDING RD,896200
6-0-220A,6 SPALDING RD,1239800
6-0-216A,7 SPALDING RD,1269100
6-0-219A,8 SPALDING RD,1335400
6-0-217A,9 SPALDING RD,1355200
9-0-22,1 SPARHAWK CIR,803900
9-0-6,10 SPARHAWK CIR,818600
9-0-17,11 SPARHAWK CIR,891800
9-0-7,12 SPARHAWK CIR,899900
9-0-8,14 SPARHAWK CIR,1007300
9-0-9,16 SPARHAWK CIR,832000
9-0-10,18 SPARHAWK CIR,849400
9-0-15,19 SPARHAWK CIR,823500
9-0-2,2 SPARHAWK CIR,811600
9-0-11,20 SPARHAWK CIR,751400
9-0-14,21 SPARHAWK CIR,850400
9-0-12,22 SPARHAWK CIR,877800
9-0-13,24 SPARHAWK CIR,818000
9-0-21,3 SPARHAWK CIR,1065100
9-0-3,4 SPARHAWK CIR,846100
9-0-20,5 SPARHAWK CIR,887300
9-0-4,6 SPARHAWK CIR,752100
9-0-19,7 SPARHAWK CIR,849000
9-0-5,8 SPARHAWK CIR,1116600
9-0-18,9 SPARHAWK CIR,934900
25-0-16,3 SPARTAN CIR,929300
25-0-18,4 SPARTAN CIR,966000
25-0-17,6 SPARTAN CIR,996600
8-0-53,19 SPRING LN,806600
7-0-408,2 SPRING LN,662100
8-0-52,21 SPRING LN,653000
8-0-49,23 SPRING LN,1024200
7-0-409,4 SPRING LN,799300
7-0-410,6 SPRING LN,918000
7-0-412,7 SPRING LN,1017300
7-0-411,8 SPRING LN,674300
2-0-147,101 SPRING ST,674100
1-0-175,104 SPRING ST,854300
2-0-146,105 SPRING ST,799000
2-0-145,107 SPRING ST,594000
1-0-176,108 SPRING ST,609300
2-0-143,109 SPRING ST,730000
1-0-191,110 SPRING ST,706600
2-0-142,111 SPRING ST,759900
1-0-192,112 SPRING ST,664000
1-0-193,114 SPRING ST,666600
2-0-141,115 SPRING ST,750500
1-0-214,116 SPRING ST,587800
2-0-135,123 SPRING ST,818000
2-0-270,130 SPRING ST,799200
2-0-134,131 SPRING ST,595100
2-0-271,132 SPRING ST,751100
2-0-133,133 SPRING ST,815200
2-0-272,134 SPRING ST,783900
2-0-132,135 SPRING ST,716900
2-0-273,136 SPRING ST,773600
2-0-274,138 SPRING ST,719500
2-0-275,140 SPRING ST,812500
2-0-89,141 SPRING ST,921900
2-0-2,142 SPRING ST,698700
2-0-3,144 SPRING ST,702700
2-0-4,146 SPRING ST,696000
2-0-83A,147 SPRING ST,933700
2-0-5,148 SPRING ST,643400
2-0-83,149 SPRING ST,555200
12-0-215,15 SPRING ST,791200
2-0-43,150 SPRING ST,718600
2-0-46,154 SPRING ST,859600
2-0-81,155 SPRING ST,751600
2-0-80,157 SPRING ST,648900
2-0-75,161 SPRING ST,736200
2-0-60,164 SPRING ST,583000
12-0-214,17 SPRING ST,613900
12-0-221,2 SPRING ST,767400
12-0-212,23 SPRING ST,533300
7-0-448,27 SPRING ST,634400
7-0-378,34 SPRING ST,706600
7-0-436,35 SPRING ST,608100
7-0-379,38 SPRING ST,750300
7-0-433,39 SPRING ST,709500
7-0-380,42 SPRING ST,627400
7-0-381,44 SPRING ST,806100
7-0-431,45 SPRING ST,756800
7-0-383,48 SPRING ST,638500
12-0-220,5 SPRING ST,743700
7-0-423,51 SPRING ST,661600
7-0-422,53 SPRING ST,752900
7-0-417,55 SPRING ST,928500
7-0-416,57 SPRING ST,757100
12-0-207,6 SPRING ST,766900
7-0-415,61 SPRING ST,718000
7-0-385A,64 SPRING ST,792200
7-0-385,66 SPRING ST,704600
7-0-407,67 SPRING ST,779000
7-0-387,68 SPRING ST,1013900
7-0-406,69 SPRING ST,558500
7-0-405,71 SPRING ST,682400
7-0-390,74 SPRING ST,599000
7-0-401,79 SPRING ST,1035600
7-0-1,8 SPRING ST,638100
7-0-400,81 SPRING ST,606100
7-0-392,82 SPRING ST,614100
2-0-158,89 SPRING ST,814700
12-0-218,9 SPRING ST,741900
1-0-157,90 SPRING ST,768700
2-0-157,91 SPRING ST,625600
1-0-166,94 SPRING ST,539600
2-0-155,95 SPRING ST,652200
1-0-167,96 SPRING ST,636700
2-0-154,97 SPRING ST,565000
21-0-268,1 SPRUCE ST,803500
21-0-267,2 SPRUCE ST,863600
21-0-290,7 SPRUCE ST,895500
21-0-289,9 SPRUCE ST,854500
17-0-473,1 STANDISH RD,797900
22-0-36,10 STANDISH RD,925800
22-0-35,11 STANDISH RD,809200
22-0-34,15 STANDISH RD,933300
17-0-472,3 STANDISH RD,663300
17-0-466,4 STANDISH RD,803400
17-0-471,5 STANDISH RD,703400
17-0-467,6 STANDISH RD,792000
17-0-470,7 STANDISH RD,825000
17-0-468,8 STANDISH RD,720900
17-0-469,9 STANDISH RD,686700
11-0-184,2 STANTON RD,721300
6-0-175,3 STANTON RD,610800
6-0-176,4 STANTON RD,604500
6-0-174,5 STANTON RD,699600
6-0-177,6 STANTON RD,751000
6-0-173,7 STANTON RD,796000
6-0-178,8 STANTON RD,706100
11-0-306,1 STEELE ST,898100
11-0-285A,10 STEELE ST,936500
11-0-277,11 STEELE ST,722200
11-0-285,12 STEELE ST,1027700
11-0-286,14 STEELE ST,834700
11-0-276,15 STEELE ST,792300
11-0-305,2 STEELE ST,769900
11-0-281,3 STEELE ST,723300
11-0-283,6 STEELE ST,848300
11-0-280,7 STEELE ST,868100
11-0-284,8 STEELE ST,793100
11-0-277B,9A STEELE ST,1760400
11-0-277C,9 STEELE ST,1727900
21-0-906,1 STELLA WAY,1694600
21-0-904,5 STELLA WAY,1759400
21-0-903,6 STELLA WAY,1449800
8-0-35,10-1/2 STEVENS ST,693700
8-0-36,10 STEVENS ST,558000
8-0-34,11 STEVENS ST,691700
8-0-37,12 STEVENS ST,608200
8-0-33,13 STEVENS ST,625500
8-0-84,20 STEVENS ST,736000
8-0-85,22 STEVENS ST,699800
8-0-86B,24 STEVENS ST,712900
8-0-58B,25 STEVENS ST,779900
8-0-86A,26 STEVENS ST,749400
8-0-87D,28 STEVENS ST,744700
8-0-82,29 STEVENS ST,610800
7-0-444,3 STEVENS ST,759400
8-0-87A,32 STEVENS ST,785600
8-0-83,33 STEVENS ST,739300
8-0-87B,34 STEVENS ST,695500
8-0-81,35 STEVENS ST,661400
8-0-87C,36 STEVENS ST,692500
8-0-80,39 STEVENS ST,696400
8-0-78,45 STEVENS ST,850200
8-0-76,47 STEVENS ST,561000
8-0-74,49 STEVENS ST,624200
7-0-443,5 STEVENS ST,552800
8-0-72,59 STEVENS ST,606400
8-0-91,60 STEVENS ST,552600
8-0-71,61 STEVENS ST,633000
7-0-442,7 STEVENS ST,549700
7-0-434,8 STEVENS ST,1052000
3-0-236,1 STOCKWELL RD,803400
3-0-229,10 STOCKWELL RD,916100
3-0-230,12 STOCKWELL RD,1163500
3-0-231,14 STOCKWELL RD,968000
3-0-235,3 STOCKWELL RD,896500
3-0-226,4 STOCKWELL RD,798300
3-0-234,5 STOCKWELL RD,979800
3-0-227,6 STOCKWELL RD,901700
3-0-233,7 STOCKWELL RD,866700
3-0-228,8 STOCKWELL RD,826900
3-0-324,11 STONE AVE,857100
3-0-318,14 STONE AVE,895500
3-0-313,2 STONE AVE,723500
3-0-334,3 STONE AVE,906000
3-0-314,4 STONE AVE,573400
3-0-315,6 STONE AVE,717200
3-0-326,9 STONE AVE,824500
7-0-200,20 STONECROFT AVE,1070900
7-0-187,23 STONECROFT AVE,819300
3-0-247,10 STONEWOOD AVE,865300
3-0-222,11 STONEWOOD AVE,834600
3-0-248,12 STONEWOOD AVE,991900
3-0-249,14 STONEWOOD AVE,820700
3-0-221,15 STONEWOOD AVE,863600
3-0-250,16 STONEWOOD AVE,760700
3-0-220,17 STONEWOOD AVE,747400
3-0-251,18 STONEWOOD AVE,737200
3-0-219,19 STONEWOOD AVE,884600
3-0-218,21 STONEWOOD AVE,856000
9-0-111,3 STONEWOOD AVE,976900
3-0-244,4 STONEWOOD AVE,869900
3-0-243,5 STONEWOOD AVE,802800
3-0-245,6 STONEWOOD AVE,858700
3-0-246,8 STONEWOOD AVE,846200
3-0-223,9 STONEWOOD AVE,949600
8-0-46A,11 SULLIVAN CIR,915200
8-0-46F,3 SULLIVAN CIR,1257600
8-0-46E,5 SULLIVAN CIR,1153700
8-0-46C,7 SULLIVAN CIR,1079200
8-0-46B,9 SULLIVAN CIR,1155900
8-0-46D,4 SULLIVAN LN,1042100
13-0-257,1 SUMMERHILL ST,674200
13-0-240,10 SUMMERHILL ST,605000
13-0-241,14 SUMMERHILL ST,673300
13-0-227,17 SUMMERHILL ST,775200
13-0-242,18 SUMMERHILL ST,555900
13-0-225,21 SUMMERHILL ST,781300
13-0-243,22 SUMMERHILL ST,708600
13-0-224,23 SUMMERHILL ST,860500
13-0-222,25 SUMMERHILL ST,830500
13-0-221,29 SUMMERHILL ST,575400
13-0-238,3 SUMMERHILL ST,591500
13-0-217,33 SUMMERHILL ST,751600
13-0-216,35 SUMMERHILL ST,1109900
13-0-213,43 SUMMERHILL ST,880700
13-0-212,45 SUMMERHILL ST,578800
13-0-244,46 SUMMERHILL ST,606400
13-0-211,47 SUMMERHILL ST,963800
13-0-245,48 SUMMERHILL ST,545000
13-0-210,51 SUMMERHILL ST,466800
13-0-251,54 SUMMERHILL ST,661200
13-0-209,55 SUMMERHILL ST,546200
13-0-239,6 SUMMERHILL ST,726500
13-0-237,7 SUMMERHILL ST,581000
13-0-69,100 SUMMER ST,607100
13-0-70,104 SUMMER ST,686400
13-0-71,106 SUMMER ST,631600
13-0-72,108 SUMMER ST,523800
13-0-74,112 SUMMER ST,691300
13-0-75,114 SUMMER ST,851400
13-0-139A,115 SUMMER ST,792600
13-0-76,116 SUMMER ST,708800
13-0-138,117 SUMMER ST,689700
13-0-318,12 SUMMER ST,621100
13-0-79,122 SUMMER ST,665300
13-0-135,128 SUMMER ST,493500
13-0-136,130 SUMMER ST,550000
13-0-125,131 SUMMER ST,704700
8-0-25,131-A SUMMER ST,824800
7-0-447,133-A SUMMER ST,718100
8-0-24,133 SUMMER ST,638200
13-0-124,136 SUMMER ST,703200
12-0-210,138 SUMMER ST,799300
13-0-319,14 SUMMER ST,567800
12-0-211,140 SUMMER ST,593700
13-0-282,15 SUMMER ST,666400
13-0-320,16 SUMMER ST,597000
13-0-281,17 SUMMER ST,603600
13-0-280,19 SUMMER ST,546000
13-0-278,25 SUMMER ST,638300
13-0-277,27 SUMMER ST,488800
13-0-276,29 SUMMER ST,580400
13-0-322,30 SUMMER ST,671200
13-0-275,31 SUMMER ST,528700
13-0-274,35 SUMMER ST,932800
13-0-325,36 SUMMER ST,838400
13-0-326,40 SUMMER ST,629000
13-0-258,41 SUMMER ST,700500
13-0-327,42 SUMMER ST,706100
13-0-256,43 SUMMER ST,627500
13-0-328,44 SUMMER ST,659200
13-0-329,46 SUMMER ST,721400
13-0-253,57 SUMMER ST,738700
13-0-208,61 SUMMER ST,577100
13-0-208A,63 SUMMER ST,570000
13-0-207,65 SUMMER ST,604000
13-0-206,67 SUMMER ST,605700
13-0-335,70 SUMMER ST,1351700
13-0-337,72 SUMMER ST,682100
13-0-205,73 SUMMER ST,629100
13-0-338,74 SUMMER ST,685900
13-0-186,75 SUMMER ST,598400
13-0-339,76 SUMMER ST,579200
13-0-341,78 SUMMER ST,499700
13-0-184,81 SUMMER ST,823800
13-0-342,82 SUMMER ST,537700
13-0-184B,83 SUMMER ST,906000
13-0-343,84 SUMMER ST,614100
13-0-344,86 SUMMER ST,554200
13-0-180,87 SUMMER ST,578700
13-0-345,88 SUMMER ST,600300
13-0-182,89 SUMMER ST,570900
13-0-69A,96 SUMMER ST,767200
19-0-83,11 SUMMIT RD,586300
19-0-81,15 SUMMIT RD,834200
19-0-99,16 SUMMIT RD,961100
19-0-101,18 SUMMIT RD,838400
19-0-79,21 SUMMIT RD,933100
19-0-78,23 SUMMIT RD,827600
19-0-77,25 SUMMIT RD,928600
19-0-175,28 SUMMIT RD,1050300
19-0-176,36 SUMMIT RD,1197700
19-0-71C,38-40 SUMMIT RD,671500
19-0-52,8 SUMMIT RD,850100
16-0-336,1 SUNRISE AVE,809600
16-0-313,10 SUNRISE AVE,745400
16-0-331,11 SUNRISE AVE,699200
16-0-314,12 SUNRISE AVE,968600
16-0-315,14 SUNRISE AVE,853900
16-0-330,15 SUNRISE AVE,632900
16-0-316,16 SUNRISE AVE,987000
16-0-329,17 SUNRISE AVE,667700
16-0-317,18 SUNRISE AVE,616200
16-0-328,19 SUNRISE AVE,745000
16-0-318,20 SUNRISE AVE,652700
16-0-327,21 SUNRISE AVE,754600
16-0-319,22 SUNRISE AVE,723200
16-0-326,23 SUNRISE AVE,610100
16-0-320,24 SUNRISE AVE,630000
16-0-321,26 SUNRISE AVE,697800
17-0-6,27 SUNRISE AVE,569500
17-0-5,29 SUNRISE AVE,792200
16-0-335,3 SUNRISE AVE,711000
17-0-9,30 SUNRISE AVE,1001100
17-0-4,31 SUNRISE AVE,637600
17-0-10,32 SUNRISE AVE,763500
16-0-310,4 SUNRISE AVE,628600
16-0-334,5 SUNRISE AVE,847400
16-0-311,6 SUNRISE AVE,661800
16-0-333,7 SUNRISE AVE,865400
16-0-312,8 SUNRISE AVE,759800
16-0-332,9 SUNRISE AVE,716700
9-0-75,12 SUNSET RD,818000
9-0-76,14 SUNSET RD,884500
8-0-119,15 SUNSET RD,772400
9-0-77,16 SUNSET RD,1221000
8-0-118,17 SUNSET RD,877100
9-0-78,18 SUNSET RD,1368000
9-0-71,19 SUNSET RD,824600
8-0-115,2 SUNSET RD,900400
9-0-79,20 SUNSET RD,859200
9-0-70,21 SUNSET RD,839900
9-0-68,23 SUNSET RD,804800
9-0-66,27 SUNSET RD,836300
9-0-65,29 SUNSET RD,815200
8-0-116,4 SUNSET RD,601700
8-0-122,5 SUNSET RD,1284900
8-0-117,6 SUNSET RD,829500
8-0-121,7 SUNSET RD,615800
9-0-72,8 SUNSET RD,832200
8-0-120,9 SUNSET RD,817000
16-0-339,3 SYCAMORE RD,663200
16-0-338,5 SYCAMORE RD,937700
2-0-131,1 TAMAROCK TRL,954200
2-0-97,10 TAMAROCK TRL,915900
2-0-98,12 TAMAROCK TRL,855200
2-0-99,14 TAMAROCK TRL,720200
2-0-115,15 TAMAROCK TRL,874500
2-0-100,16 TAMAROCK TRL,824500
2-0-114,17 TAMAROCK TRL,848700
2-0-101,18 TAMAROCK TRL,819200
2-0-113,19 TAMAROCK TRL,789700
2-0-90,2 TAMAROCK TRL,945800
2-0-102,20 TAMAROCK TRL,1033100
2-0-112,21 TAMAROCK TRL,914900
2-0-317,22 TAMAROCK TRL,909400
2-0-329,23 TAMAROCK TRL,1043500
2-0-318,24 TAMAROCK TRL,978600
2-0-328,25 TAMAROCK TRL,1030700
2-0-319,26 TAMAROCK TRL,908000
2-0-327,27 TAMAROCK TRL,901000
2-0-320,28 TAMAROCK TRL,861900
2-0-326,29 TAMAROCK TRL,1038700
2-0-130,3 TAMAROCK TRL,782900
2-0-321,30 TAMAROCK TRL,946900
2-0-325,31 TAMAROCK TRL,889600
2-0-322,32 TAMAROCK TRL,901000
2-0-324,33 TAMAROCK TRL,850700
2-0-355,34 TAMAROCK TRL,1082900
2-0-323,35 TAMAROCK TRL,1101500
2-0-356,36 TAMAROCK TRL,1128700
2-0-360,37 TAMAROCK TRL,1016100
2-0-357,38 TAMAROCK TRL,1285800
2-0-359,39 TAMAROCK TRL,695900
2-0-91,4 TAMAROCK TRL,896600
2-0-358,40 TAMAROCK TRL,1041700
2-0-358A,41 TAMAROCK TRL,1030100
2-0-129,5 TAMAROCK TRL,901400
2-0-92,6 TAMAROCK TRL,897100
2-0-128,7 TAMAROCK TRL,853700
9-0-28,2 TEDFORD DR,880100
9-0-16,4 TEDFORD DR,834800
7-0-242,1 THERESA RD,776300
7-0-237,10 THERESA RD,733800
7-0-238,12 THERESA RD,635800
7-0-239,14 THERESA RD,834600
7-0-233,2 THERESA RD,659300
7-0-241,3 THERESA RD,829900
7-0-234,4 THERESA RD,667400
7-0-240,5 THERESA RD,752800
7-0-235,6 THERESA RD,774200
7-0-236,8 THERESA RD,695500
7-0-451,1 THOMAS CIR,923700
7-0-456,10 THOMAS CIR,966200
7-0-458,11 THOMAS CIR,889700
7-0-457,12 THOMAS CIR,890900
7-0-452,2 THOMAS CIR,1127700
7-0-450,3 THOMAS CIR,976400
7-0-453,4 THOMAS CIR,1101800
7-0-449,5 THOMAS CIR,935200
7-0-454,6 THOMAS CIR,1042200
7-0-460,7 THOMAS CIR,831200
7-0-455,8 THOMAS CIR,950000
7-0-459,9 THOMAS CIR,927100
13-0-216A,1 THOMPSON POND RD,1029100
13-0-532,10 THOMPSON POND RD,1107300
8-0-221,11 THOMPSON POND RD,1251800
13-0-533,12 THOMPSON POND RD,1082600
8-0-220,14 THOMPSON POND RD,1201300
13-0-529,4 THOMPSON POND RD,1071200
13-0-535,5 THOMPSON POND RD,1180100
13-0-530,6 THOMPSON POND RD,1055500
13-0-534,7 THOMPSON POND RD,1106000
13-0-531,8 THOMPSON POND RD,1146500
8-0-222,9 THOMPSON POND RD,1553300
16-0-254A,1 TOM`S WAY,776500
16-0-254B,3 TOM`S WAY,1031700
6-0-52,21 TOWNE CREST DR,966900
6-0-51,23 TOWNE CREST DR,927100
6-0-50,25 TOWNE CREST DR,853600
6-0-34,29 TOWNE CREST DR,916500
6-0-66,31 TOWNE CREST DR,859600
12-0-248,11 TREMONT ST,654300
12-0-254,12 TREMONT ST,1127200
12-0-247,15 TREMONT ST,720500
12-0-255A,16 TREMONT ST,965600
12-0-246,17 TREMONT ST,641200
12-0-243,19 TREMONT ST,511800
12-0-255,20 TREMONT ST,754500
12-0-256,22 TREMONT ST,1351000
12-0-257B,24 TREMONT ST,1330800
12-0-240,25 TREMONT ST,651200
12-0-238,29 TREMONT ST,671500
12-0-258,30 TREMONT ST,676700
12-0-237,31 TREMONT ST,578400
12-0-259,32 TREMONT ST,714200
12-0-236,33 TREMONT ST,624900
12-0-260,34 TREMONT ST,710000
12-0-235,35 TREMONT ST,691200
12-0-261,36 TREMONT ST,621600
12-0-234,37 TREMONT ST,609800
12-0-262,38 TREMONT ST,755700
12-0-233,39 TREMONT ST,704300
12-0-252,4 TREMONT ST,674100
12-0-263,40 TREMONT ST,604200
12-0-251,5 TREMONT ST,752400
12-0-250,7 TREMONT ST,687200
12-0-253,8 TREMONT ST,725500
17-0-45,1 UNICORN AVE,568000
17-0-38,10 UNICORN AVE,837900
17-0-39,10-A UNICORN AVE,695700
17-0-41,11 UNICORN AVE,704100
17-0-40,12 UNICORN AVE,713000
17-0-44,3 UNICORN AVE,594400
17-0-35,4 UNICORN AVE,780600
17-0-36,6 UNICORN AVE,632200
17-0-43,7 UNICORN AVE,612900
17-0-37,8 UNICORN AVE,566900
17-0-42,9 UNICORN AVE,840100
14-0-128,12 UPLAND RD,835200
14-0-148,15 UPLAND RD,687600
14-0-129,18 UPLAND RD,766000
14-0-130,22 UPLAND RD,623200
14-0-146,27 UPLAND RD,702100
14-0-145,29 UPLAND RD,579200
14-0-144,33 UPLAND RD,664800
14-0-133,34 UPLAND RD,684000
14-0-143,37 UPLAND RD,566500
14-0-142,41 UPLAND RD,634700
14-0-136,42 UPLAND RD,687200
14-0-141,45 UPLAND RD,695000
14-0-137,46 UPLAND RD,592900
14-0-127,8 UPLAND RD,588300
1-0-306,1 VALDORA DR,827400
7-0-463,11 VALDORA DR,1240300
7-0-466,14 VALDORA DR,1152000
7-0-464,15 VALDORA DR,1031200
7-0-465,16 VALDORA DR,1081400
7-0-474,2 VALDORA DR,1000800
7-0-473,4 VALDORA DR,953600
1-0-309,5 VALDORA DR,889000
7-0-472,6 VALDORA DR,968700
7-0-461,7 VALDORA DR,1030700
7-0-471,8 VALDORA DR,1069400
7-0-462,9 VALDORA DR,1154700
1-0-20,10 VALLEY RD,765500
1-0-43,11 VALLEY RD,759300
1-0-21,12 VALLEY RD,1012600
1-0-22,14 VALLEY RD,760800
1-0-42,15 VALLEY RD,1022300
1-0-23,16 VALLEY RD,929100
1-0-41,17 VALLEY RD,788200
1-0-32,18 VALLEY RD,875400
1-0-40,19 VALLEY RD,757600
6-0-135A,2 VALLEY RD,803700
1-0-33,20 VALLEY RD,833000
1-0-39,21 VALLEY RD,805100
1-0-34,22 VALLEY RD,925400
1-0-38,23 VALLEY RD,812800
1-0-35,24 VALLEY RD,812400
1-0-301,25 VALLEY RD,937500
1-0-36,26 VALLEY RD,884200
1-0-300,27 VALLEY RD,884400
1-0-290,28 VALLEY RD,999600
1-0-299,29 VALLEY RD,952600
7-0-218,3 VALLEY RD,840400
1-0-291,30 VALLEY RD,1030600
1-0-298,31 VALLEY RD,946200
1-0-292,32 VALLEY RD,933000
1-0-297,33 VALLEY RD,1006900
1-0-293,34 VALLEY RD,975300
1-0-296,35 VALLEY RD,1019400
1-0-294,36 VALLEY RD,1153800
1-0-295,38 VALLEY RD,1005500
6-0-127,4 VALLEY RD,843400
7-0-217,5 VALLEY RD,783100
1-0-19,8 VALLEY RD,656800
1-0-44,9 VALLEY RD,780900
12-0-130,2 VERA LN,831500
12-0-134,3 VERA LN,810000
12-0-131,4 VERA LN,804300
12-0-133,5 VERA LN,848600
12-0-132,6 VERA LN,852900
7-0-28,7 VERA LN,837400
7-0-27,8 VERA LN,724200
6-0-152,10 VERNON AVE,678600
6-0-154,11 VERNON AVE,763300
6-0-153,12 VERNON AVE,706700
7-0-208,13 VERNON AVE,562000
7-0-207,15 VERNON AVE,719800
7-0-209,16 VERNON AVE,531400
7-0-205,19 VERNON AVE,766900
7-0-210,20 VERNON AVE,696400
7-0-495,21 VERNON AVE,806400
6-0-155,3 VERNON AVE,627400
6-0-149,4 VERNON AVE,729200
6-0-150,6 VERNON AVE,599300
6-0-151,8 VERNON AVE,666000
1-0-158,1 VETERANS LN,714200
1-0-165,2 VETERANS LN,638100
1-0-159,3 VETERANS LN,650300
1-0-164,4 VETERANS LN,703900
1-0-160,5 VETERANS LN,735400
1-0-163,6 VETERANS LN,617100
1-0-162,8 VETERANS LN,708100
1-0-161,9 VETERANS LN,707500
16-0-274,1 VICTORIA LN,608100
16-0-201,10 VICTORIA LN,588300
16-0-259,11 VICTORIA LN,577400
16-0-202,12 VICTORIA LN,911700
16-0-203,14 VICTORIA LN,571600
16-0-197,2 VICTORIA LN,814000
16-0-273,3 VICTORIA LN,653500
16-0-198,4 VICTORIA LN,687700
16-0-199,6 VICTORIA LN,1049800
16-0-261,7 VICTORIA LN,734800
16-0-200,8 VICTORIA LN,935600
16-0-260,9 VICTORIA LN,636000
7-0-420,4A VINTON CT,536300
7-0-430,1 VINTON CT,899500
7-0-429,3 VINTON CT,735000
7-0-426,4 VINTON CT,664700
7-0-428,5 VINTON CT,711600
7-0-418,6 VINTON CT,579500
16-0-A6,2 VIRGINIA LN,989900
15-0-89,3 VIRGINIA LN,1080300
16-0-B6,4 VIRGINIA LN,943300
15-0-88,5 VIRGINIA LN,1022600
2-0-250,3 W FERDINAND ST,751500
2-0-249,5 W FERDINAND ST,710800
2-0-246,6 W FERDINAND ST,800700
2-0-248,7 W FERDINAND ST,711900
2-0-247,8 W FERDINAND ST,708400
20-0-7,1 WAGNER RD,931300
20-0-2,11 WAGNER RD,742000
20-0-1,15 WAGNER RD,726300
21-0-15,17 WAGNER RD,677300
21-0-14,19 WAGNER RD,710300
21-0-13,21 WAGNER RD,612600
20-0-6,3 WAGNER RD,1268400
20-0-5,5 WAGNER RD,669200
20-0-4,7 WAGNER RD,693700
20-0-3,9 WAGNER RD,1110200
13-0-436,5 WALNUT ST,882600
13-0-437,6 WALNUT ST,553900
13-0-438,8 WALNUT ST,804800
3-0-18,10 WALSH AVE,677000
3-0-24,11 WALSH AVE,731700
3-0-19,12 WALSH AVE,874800
3-0-20,14 WALSH AVE,853200
3-0-23,15 WALSH AVE,604600
3-0-21,16 WALSH AVE,752700
3-0-22,17 WALSH AVE,723100
2-0-202,18 WALSH AVE,755700
2-0-243,19 WALSH AVE,937300
2-0-203,20 WALSH AVE,752800
2-0-242,21 WALSH AVE,774800
2-0-204,22 WALSH AVE,777700
2-0-241,23 WALSH AVE,695000
2-0-205,24 WALSH AVE,896700
2-0-240,25 WALSH AVE,711400
2-0-206,26 WALSH AVE,681700
2-0-239,27 WALSH AVE,700800
2-0-207,28 WALSH AVE,863400
3-0-29,3 WALSH AVE,646700
2-0-208,30 WALSH AVE,822000
2-0-237,31 WALSH AVE,775200
2-0-209,32 WALSH AVE,887000
2-0-236,33 WALSH AVE,861400
2-0-210,34 WALSH AVE,787900
2-0-235,35 WALSH AVE,808200
2-0-211,36 WALSH AVE,781000
2-0-234,37 WALSH AVE,851200
2-0-212,38 WALSH AVE,769700
2-0-233,39 WALSH AVE,799800
2-0-213,40 WALSH AVE,826300
2-0-232,41 WALSH AVE,799300
2-0-214,42 WALSH AVE,750500
2-0-231,43 WALSH AVE,795500
2-0-215,44 WALSH AVE,1045100
2-0-379,48 WALSH AVE,1079100
2-0-374,49 WALSH AVE,1081000
3-0-27,5 WALSH AVE,798600
2-0-380,50 WALSH AVE,981800
2-0-373,51 WALSH AVE,1079500
2-0-381,52 WALSH AVE,1073700
2-0-372,53 WALSH AVE,999200
3-0-16,6 WALSH AVE,586700
3-0-26,7 WALSH AVE,688400
3-0-17,8 WALSH AVE,989700
3-0-25,9 WALSH AVE,734000
18-0-423,11 WARREN ST,651000
18-0-421,13 WARREN ST,495700
18-0-422,13-1/2 WARREN ST,521700
18-0-418,19 WARREN ST,662600
18-0-310,24 WARREN ST,526500
18-0-311,26 WARREN ST,496300
18-0-414,27 WARREN ST,670100
18-0-412,31 WARREN ST,568000
18-0-319,36 WARREN ST,744400
18-0-409,37 WARREN ST,859000
18-0-408,39 WARREN ST,724000
